Bug_ID	Revision_NO	is_Matched
226835	20	TRUE
226835	61	TRUE
241158	83	TRUE
246853	165	TRUE
246853	249	TRUE
246853	250	TRUE
246853	251	TRUE
247254	145	TRUE
249654	166	TRUE
254864	421	TRUE
255510	279	TRUE
256154	246	TRUE
256155	191	TRUE
257885	233	TRUE
257893	264	TRUE
257893	266	TRUE
266231	274	TRUE
266231	276	TRUE
270787	288	TRUE
272887	513	TRUE
273915	427	TRUE
274539	429	TRUE
274539	442	TRUE
278362	378	TRUE
278366	327	TRUE
279527	341	TRUE
279527	345	TRUE
279527	346	TRUE
280473	360	TRUE
281622	548	TRUE
281622	549	TRUE
281622	550	TRUE
281622	560	TRUE
294311	428	TRUE
294350	425	TRUE
294350	426	TRUE
295603	430	TRUE
295603	431	TRUE
295603	475	TRUE
295603	500	TRUE
295603	502	TRUE
295603	503	TRUE
295603	515	TRUE
303596	562	TRUE
308047	618	TRUE
308047	621	TRUE
308047	622	TRUE
308047	623	TRUE
308047	624	TRUE
308047	627	TRUE
308047	829	TRUE
308310	658	TRUE
308310	660	TRUE
308310	661	TRUE
308310	662	TRUE
308310	663	TRUE
308310	664	TRUE
308310	672	TRUE
308310	673	TRUE
308310	674	TRUE
308310	738	TRUE
310439	702	TRUE
310439	703	TRUE
310439	704	TRUE
310439	724	TRUE
310439	726	TRUE
310439	727	TRUE
310439	728	TRUE
310439	729	TRUE
310439	730	TRUE
310439	731	TRUE
310439	740	TRUE
310439	745	TRUE
310439	746	TRUE
310439	754	TRUE
310439	757	TRUE
310439	759	TRUE
312567	797	TRUE
312567	799	TRUE
312567	800	TRUE
312594	792	TRUE
312594	834	TRUE
312623	807	TRUE
312623	874	TRUE
312623	875	TRUE
312623	876	TRUE
312876	806	TRUE
313475	819	TRUE
313475	820	TRUE
313636	812	TRUE
313923	841	TRUE
313923	843	TRUE
313923	844	TRUE
314552	835	TRUE
314552	836	TRUE
315488	814	TRUE
315580	816	TRUE
315940	833	TRUE
317177	825	TRUE
317550	828	TRUE
318263	917	TRUE
318263	918	TRUE
318263	919	TRUE
318288	839	TRUE
318288	840	TRUE
318288	847	TRUE
318288	851	TRUE
318559	896	TRUE
318559	914	TRUE
321325	877	TRUE
321325	878	TRUE
321463	881	TRUE
321463	882	TRUE
322121	888	TRUE
322121	889	TRUE
322206	894	TRUE
331686	974	TRUE
332141	976	TRUE
333169	993	TRUE
334505	1028	TRUE
335047	1002	TRUE
335047	1008	TRUE
335047	1009	TRUE
337462	1055	TRUE
337462	1056	TRUE
