Bug_ID	Revision_NO	is_Matched
226835	20	TRUE
226835	61	TRUE
227493	31	TRUE
231296	551	TRUE
252562	398	TRUE
253178	188	TRUE
254864	421	TRUE
255510	279	TRUE
256154	246	TRUE
257885	233	TRUE
257889	335	TRUE
257893	264	TRUE
257893	266	TRUE
258222	209	TRUE
258222	211	TRUE
258224	214	TRUE
258224	215	TRUE
267592	273	TRUE
273915	427	TRUE
278362	378	TRUE
278366	327	TRUE
278367	391	TRUE
278367	527	TRUE
280473	360	TRUE
281622	548	TRUE
281622	549	TRUE
281622	550	TRUE
281622	560	TRUE
282300	380	TRUE
282300	405	TRUE
294311	428	TRUE
294350	425	TRUE
294350	426	TRUE
295603	430	TRUE
295603	431	TRUE
295603	475	TRUE
295603	500	TRUE
295603	502	TRUE
295603	503	TRUE
295603	515	TRUE
299252	761	TRUE
299252	762	TRUE
299252	763	TRUE
299252	764	TRUE
299252	766	TRUE
299252	767	TRUE
299252	768	TRUE
299252	769	TRUE
299252	770	TRUE
299252	771	TRUE
299252	772	TRUE
299252	773	TRUE
299252	774	TRUE
299252	775	TRUE
299252	776	TRUE
299252	777	TRUE
299252	784	TRUE
299252	785	TRUE
299252	786	TRUE
299252	787	TRUE
299371	620	TRUE
299371	630	TRUE
299371	631	TRUE
299371	632	TRUE
299371	633	TRUE
299371	634	TRUE
299371	635	TRUE
299371	636	TRUE
299371	637	TRUE
299371	638	TRUE
299371	639	TRUE
299371	640	TRUE
299371	641	TRUE
299371	642	TRUE
299371	643	TRUE
299371	645	TRUE
299371	646	TRUE
299371	647	TRUE
299371	648	TRUE
299371	649	TRUE
299371	650	TRUE
299371	651	TRUE
299371	652	TRUE
299371	653	TRUE
299371	654	TRUE
299371	656	TRUE
299371	657	TRUE
299371	659	TRUE
299371	665	TRUE
299371	669	TRUE
299371	670	TRUE
299371	671	TRUE
299371	675	TRUE
299371	676	TRUE
299371	678	TRUE
299371	679	TRUE
299371	680	TRUE
299371	681	TRUE
299371	682	TRUE
299371	683	TRUE
299371	684	TRUE
299371	685	TRUE
299371	686	TRUE
299371	689	TRUE
299371	690	TRUE
299371	691	TRUE
299371	692	TRUE
299371	693	TRUE
299371	694	TRUE
299371	695	TRUE
299371	696	TRUE
299371	697	TRUE
299371	698	TRUE
299371	699	TRUE
299371	700	TRUE
299371	701	TRUE
299371	721	TRUE
299371	725	TRUE
299371	733	TRUE
299371	755	TRUE
299371	804	TRUE
301543	538	TRUE
301543	539	TRUE
301543	540	TRUE
303596	562	TRUE
308047	618	TRUE
308047	621	TRUE
308047	622	TRUE
308047	623	TRUE
308047	624	TRUE
308047	627	TRUE
308047	829	TRUE
309818	668	TRUE
312594	792	TRUE
312594	834	TRUE
314552	835	TRUE
314552	836	TRUE
315488	814	TRUE
315580	816	TRUE
315940	833	TRUE
317446	826	TRUE
317550	828	TRUE
318263	917	TRUE
318263	918	TRUE
318263	919	TRUE
318288	839	TRUE
318288	840	TRUE
318288	847	TRUE
318288	851	TRUE
318618	895	TRUE
318635	848	TRUE
318635	849	TRUE
318635	864	TRUE
318982	852	TRUE
319754	856	TRUE
319757	891	TRUE
319757	892	TRUE
319757	893	TRUE
321435	879	TRUE
321435	880	TRUE
327406	938	TRUE
331686	974	TRUE
337462	1055	TRUE
337462	1056	TRUE
