Bug_ID	Revision_NO	is_Matched
226835	20	TRUE
226835	61	TRUE
227493	31	TRUE
246853	165	TRUE
246853	249	TRUE
246853	250	TRUE
246853	251	TRUE
247254	145	TRUE
249654	166	TRUE
250741	165	TRUE
252562	398	TRUE
253178	188	TRUE
256154	246	TRUE
256155	191	TRUE
256248	190	TRUE
257791	247	TRUE
257878	260	TRUE
257878	261	TRUE
257885	233	TRUE
257889	335	TRUE
266348	271	TRUE
272887	513	TRUE
273915	427	TRUE
274539	429	TRUE
274539	442	TRUE
278362	378	TRUE
278366	327	TRUE
280473	360	TRUE
281622	548	TRUE
281622	549	TRUE
281622	550	TRUE
281622	560	TRUE
282300	380	TRUE
282300	405	TRUE
294350	425	TRUE
294350	426	TRUE
295603	430	TRUE
295603	431	TRUE
295603	475	TRUE
295603	500	TRUE
295603	502	TRUE
295603	503	TRUE
295603	515	TRUE
299371	620	TRUE
299371	630	TRUE
299371	631	TRUE
299371	632	TRUE
299371	633	TRUE
299371	634	TRUE
299371	635	TRUE
299371	636	TRUE
299371	637	TRUE
299371	638	TRUE
299371	639	TRUE
299371	640	TRUE
299371	641	TRUE
299371	642	TRUE
299371	643	TRUE
299371	645	TRUE
299371	646	TRUE
299371	647	TRUE
299371	648	TRUE
299371	649	TRUE
299371	650	TRUE
299371	651	TRUE
299371	652	TRUE
299371	653	TRUE
299371	654	TRUE
299371	656	TRUE
299371	657	TRUE
299371	659	TRUE
299371	665	TRUE
299371	669	TRUE
299371	670	TRUE
299371	671	TRUE
299371	675	TRUE
299371	676	TRUE
299371	678	TRUE
299371	679	TRUE
299371	680	TRUE
299371	681	TRUE
299371	682	TRUE
299371	683	TRUE
299371	684	TRUE
299371	685	TRUE
299371	686	TRUE
299371	689	TRUE
299371	690	TRUE
299371	691	TRUE
299371	692	TRUE
299371	693	TRUE
299371	694	TRUE
299371	695	TRUE
299371	696	TRUE
299371	697	TRUE
299371	698	TRUE
299371	699	TRUE
299371	700	TRUE
299371	701	TRUE
299371	721	TRUE
299371	725	TRUE
299371	733	TRUE
299371	755	TRUE
299371	804	TRUE
303596	562	TRUE
308310	658	TRUE
308310	660	TRUE
308310	661	TRUE
308310	662	TRUE
308310	663	TRUE
308310	664	TRUE
308310	672	TRUE
308310	673	TRUE
308310	674	TRUE
308310	738	TRUE
309766	666	TRUE
312035	742	TRUE
312035	743	TRUE
312035	744	TRUE
312035	747	TRUE
312035	748	TRUE
312035	749	TRUE
312035	750	TRUE
312035	751	TRUE
312035	752	TRUE
312035	753	TRUE
312035	756	TRUE
312035	758	TRUE
312035	760	TRUE
312035	765	TRUE
312035	780	TRUE
312035	837	TRUE
312567	797	TRUE
312567	799	TRUE
312567	800	TRUE
312594	792	TRUE
312594	834	TRUE
312623	807	TRUE
312623	874	TRUE
312623	875	TRUE
312623	876	TRUE
312876	806	TRUE
313475	819	TRUE
313475	820	TRUE
315488	814	TRUE
315580	816	TRUE
315940	833	TRUE
317177	825	TRUE
317278	845	TRUE
317278	846	TRUE
317446	826	TRUE
317550	828	TRUE
318263	917	TRUE
318263	918	TRUE
318263	919	TRUE
318288	839	TRUE
318288	840	TRUE
318288	847	TRUE
318288	851	TRUE
318479	1003	TRUE
318479	1004	TRUE
318479	1005	TRUE
318479	1006	TRUE
318479	1016	TRUE
318559	896	TRUE
318559	914	TRUE
318618	895	TRUE
318982	852	TRUE
319754	856	TRUE
320716	865	TRUE
320990	867	TRUE
321325	877	TRUE
321325	878	TRUE
335047	1002	TRUE
335047	1008	TRUE
335047	1009	TRUE
337462	1055	TRUE
337462	1056	TRUE
