Bug_ID	Revision_NO	is_Matched
226835	20	TRUE
226835	61	TRUE
227493	31	TRUE
231296	551	TRUE
235029	59	TRUE
235029	60	TRUE
241158	83	TRUE
245347	120	TRUE
246853	165	TRUE
246853	249	TRUE
246853	250	TRUE
246853	251	TRUE
247254	145	TRUE
256154	246	TRUE
256155	191	TRUE
257893	264	TRUE
257893	266	TRUE
258222	209	TRUE
258222	211	TRUE
258224	214	TRUE
258224	215	TRUE
263148	269	TRUE
264857	267	TRUE
266231	274	TRUE
266231	276	TRUE
270787	288	TRUE
278367	391	TRUE
278367	527	TRUE
294311	428	TRUE
294350	425	TRUE
294350	426	TRUE
295603	430	TRUE
295603	431	TRUE
295603	475	TRUE
295603	500	TRUE
295603	502	TRUE
295603	503	TRUE
295603	515	TRUE
299252	761	TRUE
299252	762	TRUE
299252	763	TRUE
299252	764	TRUE
299252	766	TRUE
299252	767	TRUE
299252	768	TRUE
299252	769	TRUE
299252	770	TRUE
299252	771	TRUE
299252	772	TRUE
299252	773	TRUE
299252	774	TRUE
299252	775	TRUE
299252	776	TRUE
299252	777	TRUE
299252	784	TRUE
299252	785	TRUE
299252	786	TRUE
299252	787	TRUE
299497	514	TRUE
300676	524	TRUE
300676	525	TRUE
300676	536	TRUE
300676	537	TRUE
300676	543	TRUE
300676	544	TRUE
300676	545	TRUE
301543	538	TRUE
301543	539	TRUE
301543	540	TRUE
301664	547	TRUE
301970	552	TRUE
305150	594	TRUE
306803	597	TRUE
306803	598	TRUE
307176	608	TRUE
308047	618	TRUE
308047	621	TRUE
308047	622	TRUE
308047	623	TRUE
308047	624	TRUE
308047	627	TRUE
308047	829	TRUE
308310	658	TRUE
308310	660	TRUE
308310	661	TRUE
308310	662	TRUE
308310	663	TRUE
308310	664	TRUE
308310	672	TRUE
308310	673	TRUE
308310	674	TRUE
308310	738	TRUE
312035	742	TRUE
312035	743	TRUE
312035	744	TRUE
312035	747	TRUE
312035	748	TRUE
312035	749	TRUE
312035	750	TRUE
312035	751	TRUE
312035	752	TRUE
312035	753	TRUE
312035	756	TRUE
312035	758	TRUE
312035	760	TRUE
312035	765	TRUE
312035	780	TRUE
312035	837	TRUE
312567	797	TRUE
312567	799	TRUE
312567	800	TRUE
312594	792	TRUE
312594	834	TRUE
312623	807	TRUE
312623	874	TRUE
312623	875	TRUE
312623	876	TRUE
312876	806	TRUE
315940	833	TRUE
318288	839	TRUE
318288	840	TRUE
318288	847	TRUE
318288	851	TRUE
318479	1003	TRUE
318479	1004	TRUE
318479	1005	TRUE
318479	1006	TRUE
318479	1016	TRUE
318982	852	TRUE
319757	891	TRUE
319757	892	TRUE
319757	893	TRUE
320366	862	TRUE
320366	863	TRUE
320716	865	TRUE
320990	867	TRUE
321008	868	TRUE
321008	870	TRUE
321008	871	TRUE
321008	887	TRUE
321008	898	TRUE
321008	899	TRUE
321008	900	TRUE
321008	901	TRUE
321008	902	TRUE
321008	903	TRUE
321013	869	TRUE
321013	872	TRUE
321013	873	TRUE
321325	877	TRUE
321325	878	TRUE
321435	879	TRUE
321435	880	TRUE
321463	881	TRUE
321463	882	TRUE
322121	888	TRUE
322121	889	TRUE
322206	894	TRUE
322810	897	TRUE
332141	976	TRUE
333169	993	TRUE
335047	1002	TRUE
335047	1008	TRUE
335047	1009	TRUE
