7812	94541
8643	94879
9729	95591
9644	95595
9770	95611
10460	95989
10617	96003
11213	96449
11854	96456
9187	93988
7513	94523
7572	94524
7802	94527
7841	94606
7795	94644
7969	94644
7795	94645
7969	94645
7832	94649
7840	94653
7441	94655
7441	94656
7818	94671
7930	94723
8314	94730
8234	94751
7492	94756
8176	94759
8357	94771
8227	94773
8014	94778
8223	94789
8472	94790
7810	94791
8449	94803
7966	94832
8544	94898
8696	94902
8569	94903
8170	94921
8462	94929
8462	94930
8841	94985
8938	95017
8927	95019
8943	95020
8944	95021
9003	95054
9014	95055
8869	95065
7628	95074
8934	95087
9061	95088
8740	95120
8726	95121
9187	95159
9222	95181
9222	95182
9244	95194
9065	95195
9233	95200
9410	95284
9413	95287
7791	95290
7810	95292
9469	95327
8464	95334
9181	95400
8453	95522
9316	95522
9316	95549
9424	95556
9446	95557
9858	95667
7803	95686
9866	95687
8045	95690
9319	95692
9787	95693
7764	95712
9989	95806
10074	95832
10147	95888
10259	95890
10146	95895
9673	95906
10422	95939
10424	95942
10130	95970
8853	96137
11041	96145
10920	96244
11030	96258
10324	96260
10946	96314
11467	96346
11626	96354
11626	96355
10574	96468
11793	96472
9534	96475
10644	96478
11791	96523
12091	96559
12151	96567
12132	96577
12181	96579
12172	96581
12207	96609
12202	96610
10993	96621
10993	96622
12340	96715
12660	96824
12678	96843
18025	99805
18025	99806
19626	99807
17135	99808
14453	100833
22299	102469
26552	102483
10575	104212
28204	104217
12880	96943
12712	96979
12712	96980
8789	96994
13104	96994
9299	97001
13025	97016
12705	97048
13141	97105
13204	97106
12901	97111
13383	97145
13311	97180
13594	97204
12011	97216
13625	97232
8482	97301
8388	97364
14147	97366
14147	97380
10216	97389
14253	97408
14303	97447
14399	97468
8388	97489
14037	97516
7492	97516
14321	97526
14550	97530
13119	97545
8491	97545
10430	97573
14556	97589
7990	97590
14256	97599
13914	97601
14892	97682
14892	97683
15001	97744
15001	97745
11212	97820
15113	97970
15113	97971
7300	98031
15610	98068
15610	98069
15616	98096
15616	98097
12395	98122
15713	98134
14276	98181
14276	98182
15627	98199
15627	98200
15603	98208
15603	98209
15491	98258
13609	98309
15491	98399
12757	98415
12757	98416
14235	98419
14235	98420
8677	98424
8677	98425
8677	98426
16261	98446
16261	98447
12483	98448
16313	98463
15713	98513
9076	98516
16452	98524
14921	98536
16533	98538
16313	98543
9076	98554
9076	98555
12353	98561
16656	98563
16656	98564
15761	98576
10773	98603
15761	98607
16984	98617
9977	98618
7822	98623
7822	98624
17006	98640
17006	98641
16739	98650
16739	98652
17073	98653
17073	98654
15761	98667
15761	98668
17093	98671
15679	98685
16046	98689
16134	98691
16813	98693
14451	98699
16368	98707
17108	98717
17108	98718
9012	98721
16908	98726
15857	98727
10449	98738
9977	98755
9977	98756
9012	98758
9012	98759
10449	98760
10449	98761
14451	98762
16368	98763
8122	98771
15423	98778
15423	98779
10961	98796
17433	98826
17433	98827
12877	98854
8625	98861
8625	98862
17462	98863
12596	98885
12910	98893
13211	98910
12877	98939
13211	98943
17797	98948
12910	98952
17564	98964
17864	98990
17864	98994
11310	99008
17462	99021
17462	99022
17206	99032
17206	99033
18025	99040
12902	99089
18452	99166
18452	99167
12902	99179
18649	99188
17797	99198
18623	99214
18623	99215
18332	99216
18332	99217
18443	99271
18443	99272
19023	99363
19023	99364
14376	99370
14376	99371
19012	99397
19207	99517
10961	99579
10961	99581
11637	99690
19512	99695
19626	99704
19175	99715
19611	99719
17135	99727
19699	99739
19699	99740
14639	99741
19084	99742
19012	99792
19242	99863
19913	99880
19913	99898
19753	99911
12706	100078
7991	100126
19849	100343
21100	100397
21085	100399
19753	100468
17719	100493
17719	100494
17720	100495
21539	100572
21539	100573
20944	100595
13946	100601
13946	100602
10678	100604
21371	100605
13946	100615
9587	100628
20195	100632
21370	100720
21743	100722
21743	100723
21726	100753
21830	100753
21873	100787
21874	100787
21873	100788
21874	100788
19242	100805
21964	100837
21964	100838
21495	100846
22104	100919
22203	100928
22259	100966
22259	100986
20558	101001
20558	101002
20558	101003
8493	101011
21523	101015
22348	101098
22348	101099
21737	101149
9011	101165
9011	101169
23130	101231
21495	101241
21371	101252
21523	101264
16661	101328
23713	101393
23713	101394
23416	101401
23618	101404
23618	101405
23606	101407
23724	101442
23724	101443
23836	101461
22805	101492
23998	101516
22741	101534
23836	101539
23795	101614
24232	101626
23798	101638
13598	101659
21668	101661
24165	101663
24219	101665
23747	101683
19355	101687
23642	101703
24450	101714
11428	101728
24734	101830
24734	101831
18628	101833
23748	101839
23748	101846
23956	101879
23956	101880
15571	101885
23748	101890
24228	101897
24228	101898
23998	101954
24991	102017
25414	102021
25420	102026
25420	102027
19794	102038
24884	102038
21648	102048
24805	102048
24991	102049
25101	102085
21285	102086
21287	102086
25714	102108
25714	102109
22104	102119
25875	102150
25875	102151
25867	102179
21779	102224
23902	102265
25269	102265
23902	102266
25269	102266
23902	102267
25268	102267
14453	102278
14453	102279
15057	102281
24643	102285
25772	102304
26002	102309
11475	102311
21443	102318
24483	102319
25917	102321
14648	102327
15114	102327
25520	102355
21944	102397
25635	102404
19405	102414
26079	102429
25772	102432
25772	102433
25040	102447
21944	102458
21160	102626
21160	102628
20617	102641
20619	102642
20656	102643
25036	102702
26767	102736
26767	102737
27106	102770
7882	102820
27106	102821
27313	102869
17217	102870
23850	102879
27428	102885
24483	102890
24483	102892
20183	102935
27793	103060
27424	103062
27719	103063
27719	103064
27811	103084
27811	103085
25870	103090
25870	103091
25477	103092
25477	103093
21897	103094
21897	103095
17236	103100
17236	103101
26562	103165
27886	103184
27542	103191
27985	103199
27928	103263
28047	103266
27951	103269
27951	103270
28218	103328
26462	103335
28174	103339
26562	103397
27731	103400
22030	103437
28459	103452
28459	103453
28459	103463
28459	103464
28492	103472
28523	103474
28523	103480
28529	103492
28287	103510
28732	103615
28732	103616
18348	103622
13511	103627
27751	103669
27748	103706
17274	103706
27271	103706
24437	103708
19304	103711
29148	103723
24922	103725
27748	103728
17274	103728
27271	103728
24437	103730
19304	103731
26390	103736
24801	103746
24801	103747
29106	103751
27866	103756
26390	103757
24801	103760
29318	103810
27751	103818
28218	103823
28218	103824
29003	103849
29318	103868
26602	103877
26602	103902
28529	103915
24417	103973
29696	103991
10722	104070
15207	104070
16812	104070
19317	104070
20372	104070
24922	104149
29732	104257
29732	104258
29518	104259
29518	104260
29310	104283
22684	104444
23421	104444
29964	104547
30585	104548
18959	104647
28063	104652
30134	104687
18156	104699
30723	104701
26462	104759
26462	104760
18156	104767
30723	104769
33382	154200
36410	264759
34264	264866
36438	265702
37791	368730
39420	486455
39420	487676
40950	487904
40950	487905
27985	104840
30464	104851
28492	104862
27862	104863
27862	104864
14518	104884
30919	104942
30487	105038
30487	105039
19688	105089
31183	105100
28898	105111
31183	105125
30732	105162
27189	105247
31247	105250
31083	105252
30732	105271
31247	105297
31448	105309
31448	105310
30278	105315
21492	105317
24801	105343
30920	105350
29216	105373
31431	105375
24437	105379
28673	105410
31431	105425
29216	105428
31036	105431
14518	105433
14518	105443
31128	105510
31128	105559
30399	105569
31875	105586
30592	105596
31848	105663
31472	105671
31472	105672
29755	105677
19954	105751
28573	106144
18101	106145
20111	106195
25460	106879
32561	111176
32529	111241
23421	111581
30308	123367
30308	123368
22061	123578
22061	123579
32730	124556
11521	124566
32848	125165
32699	125166
32443	125612
32985	125747
32443	126281
33290	149091
33290	149092
32367	149420
15859	151168
33170	151248
29740	151255
33170	151376
33438	153092
33438	153093
27550	153400
33615	155209
33382	155391
33765	155681
33765	155762
34266	160663
32842	161475
12981	161483
34452	161958
32492	164258
34588	165151
31782	167970
31782	167971
28581	168028
28581	168030
26467	170281
26467	170354
34618	170805
15859	171205
34834	178209
25090	179689
35178	179703
34512	179704
12655	179763
35081	179781
29962	188797
35081	189562
35279	189971
20874	190392
28145	190392
35211	190530
26467	202161
34520	209530
34209	225746
35469	226777
30385	227230
34209	227332
29554	227435
27525	230453
28167	239740
36166	240299
34542	264623
25659	290459
25659	290463
25659	290465
25659	290466
12355	290965
35330	291120
36563	291123
35330	291125
35330	291354
12355	291425
35292	291452
35292	291469
36507	295013
36951	306878
36507	306884
36951	306889
36883	307195
36883	307196
36966	314844
37051	320796
36966	320804
37051	320804
15242	326253
15242	326255
15242	326256
15242	326260
31226	327179
31226	327793
36906	328463
36906	328465
37074	328486
37074	328493
37288	329562
37347	330635
37288	331600
37566	345685
37559	347969
37753	352010
37753	352011
37790	354085
36090	354118
37357	354389
37791	354394
37840	355143
36090	355454
37791	355720
37840	356239
37874	356278
37874	356279
37874	356291
37905	356788
38084	360505
38017	367798
38177	367914
37791	368152
38017	368489
38123	370172
38070	370692
38340	371013
38123	371132
38123	371134
37566	371644
38449	373585
38449	373588
38070	374552
38070	374894
38070	374895
38017	374931
38521	375082
38521	375083
38524	377053
38524	377057
38602	378032
38403	378032
38277	378473
37911	378487
38838	382799
38701	386437
39133	389589
39133	389591
39133	389593
38108	389797
38838	390405
38108	390406
38403	390492
38123	390503
38403	390724
31759	390922
39253	392613
31759	393002
31759	393005
39253	393047
39282	394070
38793	394088
39321	394390
38227	394446
39267	394446
39321	394557
39282	395197
39282	395985
38793	396049
38227	396050
39386	396310
39266	399388
39266	399856
38910	407265
39593	409425
39203	409455
38737	409715
39672	410079
39672	410081
39647	410370
39647	410938
39529	411306
39726	412019
39761	413015
37968	415945
16637	416272
30033	416272
29098	416288
15993	416291
39806	417238
39915	417988
39939	418315
38966	418353
39843	418360
39992	420307
39647	425725
39529	425731
40051	425740
39854	426799
37770	431339
40030	433694
40310	434483
40310	434488
39854	437668
39854	437674
40310	437748
40323	440028
40400	440160
40400	440643
40656	452212
40658	452213
40651	452431
40656	452459
40658	452462
40476	467338
37770	470023
40400	472100
37770	472104
40878	472633
40805	476625
39487	478135
19954	480135
40640	483641
40651	483967
39854	488817
41193	490030
40470	492333
40573	492341
40470	493275
40470	493276
40573	493281
40573	493282
40653	494781
41484	504183
41475	506621
11540	507516
11540	507949
11540	509651
41796	517233
40064	517238
41829	522011
40310	522847
41826	522942
31268	526872
26554	526872
39245	527969
39245	527975
42286	535169
40805	535903
12355	536373
42286	536627
41484	539111
41475	539112
39710	541926
41551	543515
40447	545834
38848	552029
40310	553593
39710	556973
38699	557837
39518	557837
42005	557837
42006	557837
42007	557837
42008	557837
42009	557837
39710	557979
36917	559009
40004	559494
42186	559804
41835	559837
40454	559984
42096	559990
40299	560533
40379	560533
23287	560689
33466	561440
33508	561446
36506	561456
38819	561458
40046	561463
40432	561464
41097	561477
41148	561485
41144	561616
36506	561800
40046	561800
41097	561800
41148	561800
22529	561840
23501	561887
25917	561902
40004	561906
22529	562107
25917	562107
40004	562107
42186	562441
41835	562442
42186	562444
41835	562444
40299	562446
40379	562446
23287	563464
42549	563636
42993	563803
43213	570088
35550	570206
37798	570206
39317	570206
31483	570206
35550	570211
37798	570211
39317	570211
31483	570211
35550	570213
37798	570213
39317	570213
31483	570213
35550	570217
37798	570217
39317	570217
31483	570217
30190	570373
30190	570374
30190	570376
30190	570377
33112	570450
43135	571255
41035	571260
29889	571263
38301	571267
43233	571270
40756	571414
38448	571456
40756	571899
40865	571929
43183	572000
40910	572420
43183	572421
30370	572626
40576	572628
43183	572787
42031	574462
43358	574882
39613	575439
41798	578332
19439	580060
43509	580457
43472	580466
43512	580916
43519	581026
39727	581198
43472	582620
42592	583002
42572	583002
19439	583155
42572	584975
43711	588806
39722	589177
42592	589394
41798	589394
39722	589618
28112	591348
28310	591365
28310	591370
43738	591393
43789	591760
41231	592446
32486	592457
43649	593816
43856	594900
43856	594901
43856	594902
43882	595672
43882	595954
43649	596675
43922	597044
43889	597077
43882	597272
43882	599059
41123	599385
42008	599569
44001	600245
44014	600645
44014	602473
43310	602536
41056	602679
44073	604403
33803	606481
33803	606482
33803	606483
40137	606486
35343	606517
43890	606748
39727	607219
44152	607437
38034	607466
40932	607677
40932	607678
40932	607679
38034	607850
44152	608059
38034	609092
38034	609113
43534	609354
43534	609712
43534	609715
27834	611466
34275	612954
42757	613263
44311	616517
44311	617686
44346	617890
44360	619125
31440	629159
31440	629164
44402	630335
44402	630348
27834	631360
44402	631362
44511	632749
43562	635953
43210	639079
43210	641074
44699	643938
44699	643947
44699	643959
44346	649114
34275	649115
43562	649120
